initial_accuracy,average_pwc,std_pwc,average_first_sway,average_SR_pair,model
78.28571428571428,1.7370030369397242,0.3034766729555954,3.5,0.09671532846715329,CARG
84.71428571428572,1.5092095825872154,0.4139060023478883,3.260485651214128,1.0674536256323777,claude
74.71428571428571,1.53385723545202,0.47622823494902344,3.755813953488372,0.8891013384321224,deepseek
70.14285714285714,1.2518777974684954,0.611066695582503,2.6534391534391535,0.8329938900203666,gemini
78.14285714285715,1.6932191889953725,0.3496177550380525,3.253731343283582,0.29981718464351004,gpt
65.28571428571428,1.4497599509727161,0.5268394925783458,3.8620689655172415,0.8818380743982495,llama_3.3
61.57142857142858,1.62928935833998,0.42119775613542604,3.6724137931034484,0.419953596287703,llama_4
65.0,1.5306050897458792,0.4475089657798397,3.4052044609665426,0.7736263736263737,mistral
72.71428571428571,1.6415091979294576,0.3935689414350789,3.992063492063492,0.6168958742632613,qwen
